path,dataset,method,seed,train_scenario,test_scenario,train_degradation_rate,test_degradation_rate,accuracy,precision,recall,f1,fpr,auroc,benign_train_min,benign_train_mean,benign_train_max,benign_test_min,benign_test_mean,benign_test_max,malicious_min,malicious_mean,malicious_max
results/low_volume/lanl_topogcl_low_volume_to_low_volume_0.4_seed43.json,lanl,topogcl,43.0,low_volume,low_volume,0.4,0.4,1.0,1.0,1.0,1.0,0.0,1.0,0.00116396,0.00693838,0.09491339,0.00296158,0.00793427,0.01942734,0.11456424,0.22297475,0.37494734
results/low_volume/lanl_topogcl_low_volume_to_low_volume_0.2.json,lanl,topogcl,42.0,low_volume,low_volume,0.2,0.2,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,
results/low_volume/lanl_topogcl_clean_to_low_volume_0.5_seed43.json,lanl,topogcl,43.0,clean,low_volume,0.0,0.5,0.94,0.94,1.0,0.97,1.0,1.0,0.00105631,0.00668522,0.09583136,0.05831433,0.06235684,0.06571653,0.14460455,0.23388541,0.39404783
results/low_volume/lanl_topogcl_mild_to_severe_low_volume_seed45.json,lanl,topogcl,45.0,low_volume,low_volume,0.2,0.4,1.0,1.0,1.0,1.0,0.0,1.0,0.00061433,0.00637625,0.09033959,0.0186669,0.0209824,0.02629794,0.10295571,0.20681475,0.37853161
results/low_volume/lanl_gnn_clean_to_low_volume_0.0_seed46.json,lanl,gnn,46.0,clean,low_volume,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.16e-06,7.741e-05,0.00403176,8.7e-06,4.819e-05,0.00022757,0.00818514,0.03100273,0.07601723
results/low_volume/lanl_topogcl_low_volume_to_low_volume_0.0_seed44.json,lanl,topogcl,44.0,low_volume,low_volume,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.00081356,0.00622685,0.09192657,0.00376908,0.00980422,0.02003232,0.11075398,0.19042254,0.27499145
results/low_volume/lanl_gnn_low_volume_to_low_volume_0.4_seed42.json,lanl,gnn,42.0,low_volume,low_volume,0.4,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.78e-06,0.00014738,0.0076288,8.58e-06,0.000207,0.00094419,0.02563176,0.08673902,0.1729352
results/low_volume/lanl_topogcl_low_volume_to_low_volume_0.4_seed45.json,lanl,topogcl,45.0,low_volume,low_volume,0.4,0.4,1.0,1.0,1.0,1.0,0.0,1.0,0.00083429,0.00647343,0.08946181,0.001789,0.00686129,0.01708956,0.08944273,0.20094324,0.37338769
results/low_volume/lanl_topogcl_clean_to_low_volume_0.3_seed44.json,lanl,topogcl,44.0,clean,low_volume,0.0,0.3,1.0,1.0,1.0,1.0,0.0,1.0,0.00081356,0.00622685,0.09192657,0.02460136,0.0284314,0.03456716,0.11399475,0.19300302,0.30163571
results/low_volume/lanl_topogcl_clean_to_low_volume_0.0.json,lanl,topogcl,42.0,clean,low_volume,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,
results/low_volume/lanl_gnn_low_volume_to_low_volume_0.4.json,lanl,gnn,,low_volume,low_volume,0.4,0.4,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,
results/low_volume/lanl_topogcl_low_volume_to_low_volume_0.4_seed46.json,lanl,topogcl,46.0,low_volume,low_volume,0.4,0.4,1.0,1.0,1.0,1.0,0.0,1.0,0.00099076,0.00658569,0.08639426,0.00191285,0.00731156,0.01939688,0.09725657,0.17661456,0.26781476
results/low_volume/lanl_gnn_low_volume_to_low_volume_0.4_seed44.json,lanl,gnn,44.0,low_volume,low_volume,0.4,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.24e-06,0.00012646,0.00641477,4.18e-06,0.00018518,0.00075404,0.02911566,0.06610967,0.11838568
results/low_volume/lanl_topogcl_clean_to_low_volume_0.4_seed46.json,lanl,topogcl,46.0,clean,low_volume,0.0,0.4,0.94,0.94,1.0,0.97,1.0,1.0,0.00090558,0.00694479,0.0980525,0.05197336,0.05705264,0.06546158,0.12696433,0.20216621,0.3206301
results/low_volume/lanl_topogcl_low_volume_to_low_volume_0.0.json,lanl,topogcl,42.0,low_volume,low_volume,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,
results/low_volume/lanl_topogcl_clean_to_low_volume_0.2_seed42.json,lanl,topogcl,42.0,clean,low_volume,0.0,0.2,1.0,1.0,1.0,1.0,0.0,1.0,0.00075329,0.0060588,0.08627501,0.01744023,0.0202541,0.02672454,0.12564543,0.1990711,0.38742155
results/low_volume/lanl_gnn_mild_to_severe_low_volume_seed42.json,lanl,gnn,42.0,low_volume,low_volume,0.2,0.4,1.0,1.0,1.0,1.0,0.0,1.0,2.73e-06,0.00024281,0.0129072,0.00061084,0.00145203,0.00324414,0.03875583,0.11879893,0.2205954
results/low_volume/lanl_topogcl_low_volume_to_low_volume_0.0_seed46.json,lanl,topogcl,46.0,low_volume,low_volume,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.00090558,0.00694479,0.0980525,0.00304171,0.0090639,0.01951776,0.12696433,0.20577862,0.27115366
results/low_volume/lanl_gnn_low_volume_to_low_volume_0.1.json,lanl,gnn,,low_volume,low_volume,0.1,0.1,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,
results/low_volume/lanl_gnn_mild_to_severe_low_volume.json,lanl,gnn,,low_volume,low_volume,0.2,0.4,0.99,0.99,1.0,0.99,0.17,1.0,,,,,,,,,
results/low_volume/lanl_gnn_clean_to_low_volume_0.5_seed46.json,lanl,gnn,46.0,clean,low_volume,0.0,0.5,0.94,0.94,1.0,0.97,1.0,1.0,1.16e-06,7.741e-05,0.00403176,0.00266312,0.00282553,0.00306108,0.01050231,0.02808912,0.0575697
results/low_volume/lanl_topogcl_clean_to_low_volume_0.0_seed42.json,lanl,topogcl,42.0,clean,low_volume,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.00075329,0.0060588,0.08627501,0.00334691,0.00827102,0.01684613,0.12551644,0.20011992,0.35343841
results/low_volume/lanl_gnn_low_volume_to_low_volume_0.3_seed46.json,lanl,gnn,46.0,low_volume,low_volume,0.3,0.3,1.0,1.0,1.0,1.0,0.0,1.0,1.27e-06,0.00010627,0.0055466,2.47e-06,0.00012221,0.00059938,0.01173154,0.05102516,0.0918587
results/low_volume/lanl_gnn_clean_to_low_volume_0.1_seed42.json,lanl,gnn,42.0,clean,low_volume,0.0,0.1,0.94,0.94,1.0,0.97,1.0,1.0,2.55e-06,8.632e-05,0.00440756,0.00374119,0.00573718,0.00746637,0.00625009,0.03523901,0.07586806
results/low_volume/lanl_gnn_low_volume_to_low_volume_0.2_seed45.json,lanl,gnn,45.0,low_volume,low_volume,0.2,0.2,1.0,1.0,1.0,1.0,0.0,1.0,1.44e-06,0.00018172,0.00968402,6.94e-06,0.0002177,0.00093508,0.04144111,0.08572102,0.11881937
results/low_volume/lanl_topogcl_clean_to_low_volume_0.3.json,lanl,topogcl,42.0,clean,low_volume,0.0,0.3,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,
results/low_volume/lanl_topogcl_mild_to_severe_low_volume_seed43.json,lanl,topogcl,43.0,low_volume,low_volume,0.2,0.4,1.0,1.0,1.0,1.0,0.0,1.0,0.00058693,0.00694531,0.09839868,0.02252131,0.02566919,0.03165023,0.13016877,0.23214613,0.37864059
results/low_volume/lanl_gnn_low_volume_to_low_volume_0.1_seed42.json,lanl,gnn,42.0,low_volume,low_volume,0.1,0.1,1.0,1.0,1.0,1.0,0.0,1.0,3.96e-06,0.00029972,0.01596593,9.63e-06,0.0004083,0.0018882,0.07391343,0.16226715,0.24987394
results/low_volume/lanl_gnn_mild_to_severe_low_volume_seed45.json,lanl,gnn,45.0,low_volume,low_volume,0.2,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.44e-06,0.00018172,0.00968402,0.0005952,0.00140471,0.0028305,0.0391542,0.08138896,0.11881937
results/low_volume/lanl_gnn_low_volume_to_low_volume_0.2_seed42.json,lanl,gnn,42.0,low_volume,low_volume,0.2,0.2,1.0,1.0,1.0,1.0,0.0,1.0,2.73e-06,0.00024281,0.0129072,6.2e-06,0.00032963,0.00155209,0.04681165,0.13276925,0.2205954
results/low_volume/lanl_topogcl_clean_to_low_volume_0.4_seed44.json,lanl,topogcl,44.0,clean,low_volume,0.0,0.4,0.99,0.99,1.0,0.99,0.17,1.0,0.00081356,0.00622685,0.09192657,0.03336672,0.03671263,0.04261008,0.11399475,0.19369558,0.30186483
results/low_volume/lanl_gnn_clean_to_low_volume_0.1_seed43.json,lanl,gnn,43.0,clean,low_volume,0.0,0.1,0.94,0.94,1.0,0.97,1.0,1.0,2.9e-07,6.506e-05,0.0033267,0.00212532,0.00297301,0.00393108,0.00483959,0.02427172,0.06363573
results/low_volume/lanl_gnn_clean_to_low_volume_0.1_seed46.json,lanl,gnn,46.0,clean,low_volume,0.0,0.1,0.94,0.94,1.0,0.97,1.0,1.0,1.16e-06,7.741e-05,0.00403176,0.00170434,0.0029749,0.00414209,0.00556797,0.02872261,0.0579853
results/low_volume/lanl_topogcl_low_volume_to_low_volume_0.1_seed45.json,lanl,topogcl,45.0,low_volume,low_volume,0.1,0.1,1.0,1.0,1.0,1.0,0.0,1.0,0.00083182,0.0063593,0.09027839,0.00270088,0.00743219,0.01691217,0.11926844,0.20972496,0.36424094
results/low_volume/lanl_topogcl_low_volume_to_low_volume_0.2_seed45.json,lanl,topogcl,45.0,low_volume,low_volume,0.2,0.2,1.0,1.0,1.0,1.0,0.0,1.0,0.00061433,0.00637625,0.09033959,0.00233639,0.00706701,0.01700511,0.11005597,0.20814102,0.36270934
results/low_volume/lanl_topogcl_clean_to_low_volume_0.4.json,lanl,topogcl,42.0,clean,low_volume,0.0,0.4,0.98,0.98,1.0,0.99,0.33,1.0,,,,,,,,,
results/low_volume/lanl_gnn_low_volume_to_low_volume_0.4_seed46.json,lanl,gnn,46.0,low_volume,low_volume,0.4,0.4,1.0,1.0,1.0,1.0,0.0,1.0,1.41e-06,7.622e-05,0.00391168,4.92e-06,8.463e-05,0.00043436,0.01272797,0.03692534,0.07369201
results/low_volume/lanl_topogcl_low_volume_to_low_volume_0.1_seed46.json,lanl,topogcl,46.0,low_volume,low_volume,0.1,0.1,1.0,1.0,1.0,1.0,0.0,1.0,0.00082112,0.00708796,0.09807845,0.00286425,0.0085045,0.01948947,0.12231252,0.20357364,0.27413017
results/low_volume/lanl_gnn_clean_to_low_volume_0.2_seed46.json,lanl,gnn,46.0,clean,low_volume,0.0,0.2,0.94,0.94,1.0,0.97,0.94,1.0,1.16e-06,7.741e-05,0.00403176,0.00136795,0.00227724,0.00314718,0.00556797,0.02835377,0.0575697
results/low_volume/lanl_topogcl_clean_to_low_volume_0.2_seed43.json,lanl,topogcl,43.0,clean,low_volume,0.0,0.2,1.0,1.0,1.0,1.0,0.0,1.0,0.00105631,0.00668522,0.09583136,0.02394946,0.02701925,0.03441762,0.14744668,0.23495566,0.37776354
results/low_volume/lanl_topogcl_low_volume_to_low_volume_0.5_seed44.json,lanl,topogcl,44.0,low_volume,low_volume,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.00065632,0.00681307,0.09522162,0.00266553,0.00892927,0.02266819,0.08614653,0.18461026,0.33420941
results/low_volume/lanl_gnn_low_volume_to_low_volume_0.0.json,lanl,gnn,,low_volume,low_volume,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,
results/low_volume/lanl_gnn_clean_to_low_volume_0.5_seed45.json,lanl,gnn,45.0,clean,low_volume,0.0,0.5,0.94,0.94,1.0,0.97,1.0,1.0,4.2e-07,8.935e-05,0.00473867,0.00184829,0.00210754,0.00234053,0.00417801,0.03018832,0.05637662
results/low_volume/lanl_gnn_clean_to_low_volume_0.4_seed45.json,lanl,gnn,45.0,clean,low_volume,0.0,0.4,0.95,0.95,1.0,0.98,0.78,1.0,4.2e-07,8.935e-05,0.00473867,0.00145298,0.00186856,0.00239851,0.00743472,0.0306417,0.05562712
results/low_volume/lanl_topogcl_low_volume_to_low_volume_0.2_seed43.json,lanl,topogcl,43.0,low_volume,low_volume,0.2,0.2,1.0,1.0,1.0,1.0,0.0,1.0,0.00058693,0.00694531,0.09839868,0.00378182,0.00851178,0.01977074,0.13016877,0.23347335,0.36114672
results/low_volume/lanl_topogcl_clean_to_low_volume_0.5_seed42.json,lanl,topogcl,42.0,clean,low_volume,0.0,0.5,0.94,0.94,1.0,0.97,1.0,1.0,0.00075329,0.0060588,0.08627501,0.04292844,0.04509046,0.04996125,0.10432544,0.19585575,0.41061571
results/low_volume/lanl_gnn_clean_to_low_volume_0.5_seed43.json,lanl,gnn,43.0,clean,low_volume,0.0,0.5,0.94,0.94,1.0,0.97,1.0,1.0,2.9e-07,6.506e-05,0.0033267,0.00341371,0.00373573,0.00399674,0.0105413,0.02703383,0.04988551
results/low_volume/lanl_topogcl_clean_to_low_volume_0.0_seed46.json,lanl,topogcl,46.0,clean,low_volume,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.00090558,0.00694479,0.0980525,0.00304171,0.0090639,0.01951776,0.12696433,0.20577862,0.27115366
results/low_volume/lanl_gnn_clean_to_low_volume_0.0_seed42.json,lanl,gnn,42.0,clean,low_volume,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.55e-06,8.632e-05,0.00440756,8.02e-06,4.909e-05,0.00020511,0.01036922,0.04000644,0.09092648
results/low_volume/lanl_topogcl_clean_to_low_volume_0.1_seed42.json,lanl,topogcl,42.0,clean,low_volume,0.0,0.1,1.0,1.0,1.0,1.0,0.0,1.0,0.00075329,0.0060588,0.08627501,0.00911485,0.01330271,0.02053034,0.12601379,0.19922188,0.37884322
results/low_volume/lanl_gnn_low_volume_to_low_volume_0.2_seed46.json,lanl,gnn,46.0,low_volume,low_volume,0.2,0.2,1.0,1.0,1.0,1.0,0.0,1.0,1.96e-06,0.00014558,0.00766183,9.11e-06,0.00017587,0.0008197,0.01861814,0.06793879,0.11104181
results/low_volume/lanl_gnn_clean_to_low_volume_0.4_seed46.json,lanl,gnn,46.0,clean,low_volume,0.0,0.4,0.94,0.94,1.0,0.97,1.0,1.0,1.16e-06,7.741e-05,0.00403176,0.00185994,0.00220996,0.00257093,0.01050231,0.02825498,0.0575697
results/low_volume/lanl_topogcl_low_volume_to_low_volume_0.4_seed44.json,lanl,topogcl,44.0,low_volume,low_volume,0.4,0.4,1.0,1.0,1.0,1.0,0.0,1.0,0.00099904,0.00661342,0.09302227,0.00275977,0.00878761,0.02167936,0.0925912,0.18604433,0.32820734
results/low_volume/lanl_topogcl_clean_to_low_volume_0.2_seed46.json,lanl,topogcl,46.0,clean,low_volume,0.0,0.2,1.0,1.0,1.0,1.0,0.0,1.0,0.00090558,0.00694479,0.0980525,0.025633,0.03027591,0.0401368,0.12696433,0.20391744,0.29253072
results/low_volume/lanl_topogcl_clean_to_low_volume_0.3_seed46.json,lanl,topogcl,46.0,clean,low_volume,0.0,0.3,0.96,0.96,1.0,0.98,0.67,1.0,0.00090558,0.00694479,0.0980525,0.03841767,0.04333787,0.05211275,0.12696433,0.20299577,0.30654472
results/low_volume/lanl_topogcl_low_volume_to_low_volume_0.0_seed42.json,lanl,topogcl,42.0,low_volume,low_volume,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.00075329,0.0060588,0.08627501,0.00334691,0.00827102,0.01684613,0.12551644,0.20011992,0.35343841
results/low_volume/lanl_gnn_low_volume_to_low_volume_0.1_seed46.json,lanl,gnn,46.0,low_volume,low_volume,0.1,0.1,1.0,1.0,1.0,1.0,0.0,1.0,3.42e-06,0.00018631,0.00983687,1.125e-05,0.00022236,0.00105263,0.02687826,0.08764855,0.13146213
results/low_volume/lanl_gnn_clean_to_low_volume_0.2_seed43.json,lanl,gnn,43.0,clean,low_volume,0.0,0.2,0.94,0.94,1.0,0.97,1.0,1.0,2.9e-07,6.506e-05,0.0033267,0.00174061,0.00246204,0.00313225,0.00483959,0.02483255,0.06363573
results/low_volume/lanl_topogcl_clean_to_low_volume_0.5_seed44.json,lanl,topogcl,44.0,clean,low_volume,0.0,0.5,0.94,0.94,1.0,0.97,1.0,1.0,0.00081356,0.00622685,0.09192657,0.04329222,0.04552669,0.05026976,0.11727234,0.19441081,0.30186483
