model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auroc_mean,auroc_std,auprc_mean,auprc_std
gnn,0.97008547008547,0.021790681682020432,0.8,0.4000000000000001,0.588235294117647,0.2999423243289874,0.6766385931458234,0.34058036012090137,0.8125779343995662,0.161202469974737,0.7546507519217824,0.2006884601868025
topogcl,0.9649572649572649,0.004187161953475503,0.8962745098039215,0.09850165446495668,0.6117647058823529,0.12670976016787067,0.7097935195298278,0.0682846308499348,0.933044185416102,0.010675033361232938,0.7599575085685653,0.06873822580604068
